,source,target,weight
0,Beorn,Gandalf,1
1,Beorn,Bilbo_Baggins,1
2,Beorn,Azog,1
3,Beorn,Sauron,1
4,Beorn,Gollum,1
5,Melkor,Eru_Il%C3%BAvatar,2
6,Melkor,Manw%C3%AB,4
7,Melkor,Tulkas,2
8,Melkor,Sauron,4
9,Melkor,Orom%C3%AB,2
10,Melkor,F%C3%ABanor,1
11,Melkor,Ungoliant,2
12,Melkor,Finw%C3%AB,1
13,Melkor,Maedhros,1
14,Melkor,Fingon,2
15,Melkor,Glaurung,1
16,Melkor,Fingolfin,3
17,Melkor,Thorondor,2
18,Melkor,L%C3%BAthien,1
19,Melkor,Beren,1
20,Melkor,Carcharoth,1
21,Melkor,H%C3%BArin,3
22,Melkor,Turgon,2
23,Melkor,Maeglin,1
24,Melkor,Tuor,1
25,Melkor,Idril,1
26,Melkor,E%C3%A4rendil,2
27,Melkor,Ar-Pharaz%C3%B4n,1
28,Melkor,Christopher_Tolkien,1
29,Melkor,Sador,1
30,Melkor,Nienna,2
31,Melkor,Arien,2
32,Melkor,E%C3%B6nw%C3%AB,2
33,Melkor,Ulmo,1
34,Melkor,Aul%C3%AB,1
35,Melkor,Mandos,1
36,Melkor,Varda,1
37,Melkor,Yavanna,1
38,Melkor,Est%C3%AB,1
39,Melkor,Vair%C3%AB,1
40,Melkor,V%C3%A1na,1
41,Melkor,Nessa,1
42,Melkor,Ilmar%C3%AB,1
43,Melkor,Uinen,1
44,Melkor,Salmar,1
45,Melkor,Melian,1
46,Melkor,Saruman,2
47,Melkor,Gandalf,1
48,Melkor,Radagast,1
49,Melkor,Alatar,1
50,Melkor,Pallando,1
51,Melkor,Shelob,1
52,Amroth,Nimrodel,2
53,Amroth,Amd%C3%ADr,2
54,Amroth,Legolas,1
55,Amroth,Frodo_Baggins,1
56,Amroth,Galadriel,2
57,Amroth,Celeborn,2
58,Amroth,Celebr%C3%ADan,1
59,Aul%C3%AB,Yavanna,3
60,Aul%C3%AB,Melkor,4
61,Aul%C3%AB,F%C3%ABanor,1
62,Aul%C3%AB,Finarfin,1
63,Aul%C3%AB,Sauron,2
64,Aul%C3%AB,Saruman,3
65,Aul%C3%AB,Ulmo,1
66,Aul%C3%AB,Orom%C3%AB,1
67,Aul%C3%AB,Mandos,1
68,Aul%C3%AB,Tulkas,1
69,Aul%C3%AB,Varda,1
70,Aul%C3%AB,Nienna,1
71,Aul%C3%AB,Est%C3%AB,1
72,Aul%C3%AB,Vair%C3%AB,1
73,Aul%C3%AB,V%C3%A1na,1
74,Aul%C3%AB,Nessa,1
75,Aul%C3%AB,E%C3%B6nw%C3%AB,1
76,Aul%C3%AB,Ilmar%C3%AB,1
77,Aul%C3%AB,Uinen,1
78,Aul%C3%AB,Salmar,1
79,Aul%C3%AB,Melian,1
80,Aul%C3%AB,Arien,1
81,Aul%C3%AB,Gandalf,1
82,Aul%C3%AB,Radagast,1
83,Aul%C3%AB,Alatar,1
84,Aul%C3%AB,Pallando,1
85,Aul%C3%AB,Ungoliant,1
86,Aul%C3%AB,Shelob,1
87,Frodo_Baggins,J.R.R._Tolkien,1
88,Frodo_Baggins,Meriadoc_Brandybuck,4
89,Frodo_Baggins,Peregrin_Took,4
90,Frodo_Baggins,Bilbo_Baggins,2
91,Frodo_Baggins,Gandalf,8
92,Frodo_Baggins,Sauron,3
93,Frodo_Baggins,Old_Man_Willow,1
94,Frodo_Baggins,Tom_Bombadil,1
95,Frodo_Baggins,Witch-king_of_Angmar,4
96,Frodo_Baggins,Glorfindel,1
97,Frodo_Baggins,Elrond,5
98,Frodo_Baggins,Legolas,4
99,Frodo_Baggins,Gimli,4
100,Frodo_Baggins,Galadriel,3
101,Frodo_Baggins,Celeborn,1
102,Frodo_Baggins,E%C3%A4rendil,1
103,Frodo_Baggins,Uruk-hai,1
104,Frodo_Baggins,Gollum,10
105,Frodo_Baggins,Faramir,2
106,Frodo_Baggins,Shelob,1
107,Frodo_Baggins,Gwaihir,1
108,Frodo_Baggins,Landroval,1
109,Frodo_Baggins,Meneldor,1
110,Frodo_Baggins,Saruman,1
111,Frodo_Baggins,Isildur,1
112,Frodo_Baggins,Aragorn_II_Elessar,1
113,Bilbo_Baggins,Gandalf,4
114,Bilbo_Baggins,Frodo_Baggins,2
115,Bilbo_Baggins,Gl%C3%B3in,2
116,Bilbo_Baggins,Balin,2
117,Bilbo_Baggins,"Tom,_Bert,_and_William",1
118,Bilbo_Baggins,Elrond,2
119,Bilbo_Baggins,Sauron,2
120,Bilbo_Baggins,Gollum,2
121,Bilbo_Baggins,Beorn,2
122,Bilbo_Baggins,Spiders,1
123,Bilbo_Baggins,Thranduil,1
124,Bilbo_Baggins,Ro%C3%A4c,1
125,Bilbo_Baggins,Bolg,1
126,Bilbo_Baggins,E%C3%A4rendil,1
127,Bilbo_Baggins,Galadriel,1
128,Bilbo_Baggins,Isildur,1
129,Alatar,Pallando,2
130,Alatar,Blue_Wizards,2
131,Alatar,Sauron,3
132,Alatar,Saruman,5
133,Alatar,J.R.R._Tolkien,2
134,Alatar,Orom%C3%AB,2
135,Alatar,Yavanna,2
136,Alatar,Bilbo_Baggins,1
137,Alatar,Gandalf,3
138,Alatar,Radagast,3
139,Alatar,Ulmo,1
140,Alatar,Aul%C3%AB,1
141,Alatar,Mandos,1
142,Alatar,Tulkas,1
143,Alatar,Varda,1
144,Alatar,Nienna,1
145,Alatar,Est%C3%AB,1
146,Alatar,Vair%C3%AB,1
147,Alatar,V%C3%A1na,1
148,Alatar,Nessa,1
149,Alatar,Melkor,1
150,Alatar,E%C3%B6nw%C3%AB,1
151,Alatar,Ilmar%C3%AB,1
152,Alatar,Uinen,1
153,Alatar,Salmar,1
154,Alatar,Melian,1
155,Alatar,Arien,1
156,Alatar,Ungoliant,1
157,Alatar,Shelob,1
158,J.R.R._Tolkien,Christopher_Tolkien,4
159,J.R.R._Tolkien,Edith_Tolkien,2
160,J.R.R._Tolkien,Hilary_Tolkien,1
161,J.R.R._Tolkien,Francis_Xavier_Morgan,1
162,J.R.R._Tolkien,Robert_Quilter_Gilson,1
163,J.R.R._Tolkien,Geoffrey_Bache_Smith,1
164,J.R.R._Tolkien,Christopher_Wiseman,1
165,J.R.R._Tolkien,Beren,3
166,J.R.R._Tolkien,L%C3%BAthien,3
167,J.R.R._Tolkien,T%C3%BArin,1
168,Ancalagon,E%C3%A4rendil,2
169,Ancalagon,Thorondor,1
170,Ancalagon,Gandalf,1
171,Ancalagon,Glaurung,1
172,Ancalagon,Gostir,1
173,Ancalagon,Fire-drake_of_Gondolin,1
174,Andwise_Roper,Rowan_Greenhand,1
175,Andwise_Roper,Halfred_Gamgee,1
176,Andwise_Roper,May_Gamgee,1
177,Aragorn_II_Elessar,Aragorn_I,3
178,Aragorn_II_Elessar,Isildur,6
179,Aragorn_II_Elessar,Eldarion,6
180,Aragorn_II_Elessar,Arathorn_II,4
181,Aragorn_II_Elessar,Gilraen,2
182,Aragorn_II_Elessar,Elros,2
183,Aragorn_II_Elessar,Arvedui,5
184,Aragorn_II_Elessar,F%C3%ADriel,2
185,Aragorn_II_Elessar,Aranarth,2
186,Aragorn_II_Elessar,Elrond,3
187,Aragorn_II_Elessar,Galadriel,4
188,Aragorn_II_Elessar,Gandalf,4
189,Aragorn_II_Elessar,Thengel,1
190,Aragorn_II_Elessar,Ecthelion_II,1
191,Aragorn_II_Elessar,Sauron,3
192,Aragorn_II_Elessar,Bilbo_Baggins,1
193,Aragorn_II_Elessar,Gollum,2
194,Aragorn_II_Elessar,Thranduil,3
195,Aragorn_II_Elessar,Frodo_Baggins,4
196,Aragorn_II_Elessar,Glorfindel,1
197,Aragorn_II_Elessar,Elladan_and_Elrohir,3
198,Aragorn_II_Elessar,Peregrin_Took,5
199,Aragorn_II_Elessar,Meriadoc_Brandybuck,5
200,Aragorn_II_Elessar,Legolas,6
201,Aragorn_II_Elessar,Gimli,5
202,Aragorn_II_Elessar,Saruman,1
203,Aragorn_II_Elessar,Uruk-hai,1
204,Aragorn_II_Elessar,Th%C3%A9oden,2
205,Aragorn_II_Elessar,Gr%C3%ADma_Wormtongue,1
206,Aragorn_II_Elessar,Denethor_II,1
207,Aragorn_II_Elessar,Faramir,3
208,Aragorn_II_Elessar,Imrahil,2
209,Aragorn_II_Elessar,Bill_Ferny,1
210,Aragorn_II_Elessar,Meneldil,2
211,Aragorn_II_Elessar,E%C3%A4rnil_I,2
212,Aragorn_II_Elessar,Melian,1
213,Aragorn_II_Elessar,Thingol,1
214,Aragorn_II_Elessar,Idril,1
215,Aragorn_II_Elessar,Tuor,1
216,Aragorn_II_Elessar,Beren,1
217,Aragorn_II_Elessar,L%C3%BAthien,1
218,Aragorn_II_Elessar,E%C3%A4rendil,1
219,Aragorn_II_Elessar,Elwing,1
220,Aragorn_II_Elessar,Celebr%C3%ADan,1
221,Aragorn_II_Elessar,Ondoher,2
222,Aragorn_II_Elessar,Celeborn,2
223,Aragorn_II_Elessar,Lurtz,1
224,Aragorn_II_Elessar,E%C3%A4rnur,2
225,Aragorn_II_Elessar,Arahael,1
226,Aragorn_II_Elessar,Aranuir,1
227,Aragorn_II_Elessar,Aravir,1
228,Aragorn_II_Elessar,Araglas,1
229,Aragorn_II_Elessar,Arahad_I,1
230,Aragorn_II_Elessar,Aragost,1
231,Aragorn_II_Elessar,Aravorn,1
232,Aragorn_II_Elessar,Arahad_II,1
233,Aragorn_II_Elessar,Arassuil,1
234,Aragorn_II_Elessar,Arathorn_I,1
235,Aragorn_II_Elessar,Argonui,1
236,Aragorn_II_Elessar,Arador,1
237,Aragorn_II_Elessar,Valandil,1
238,Aragorn_II_Elessar,Arantar,1
239,Aragorn_II_Elessar,Tarcil,1
240,Aragorn_II_Elessar,Tarondor_of_Arnor,1
241,Aragorn_II_Elessar,Valandur,1
242,Aragorn_II_Elessar,Elendur_of_Arnor,1
243,Aragorn_II_Elessar,E%C3%A4rendur_of_Arnor,1
244,Aragorn_II_Elessar,Amlaith,1
245,Aragorn_II_Elessar,Beleg_of_Arnor,1
246,Aragorn_II_Elessar,Mallor,1
247,Aragorn_II_Elessar,Celepharn,1
248,Aragorn_II_Elessar,Celebrindor,1
249,Aragorn_II_Elessar,Malvegil,1
250,Aragorn_II_Elessar,Argeleb_I,1
251,Aragorn_II_Elessar,Arveleg_I,1
252,Aragorn_II_Elessar,Araphor,1
253,Aragorn_II_Elessar,Argeleb_II,1
254,Aragorn_II_Elessar,Arvegil,1
255,Aragorn_II_Elessar,Arveleg_II,1
256,Aragorn_II_Elessar,Araval,1
257,Aragorn_II_Elessar,Araphant,1
258,Aragorn_II_Elessar,Cemendur,1
259,Aragorn_II_Elessar,E%C3%A4rendil_of_Gondor,1
260,Aragorn_II_Elessar,Anardil,1
261,Aragorn_II_Elessar,Ostoher,1
262,Aragorn_II_Elessar,R%C3%B3mendacil_I,1
263,Aragorn_II_Elessar,Turambar,1
264,Aragorn_II_Elessar,Atanatar_I,1
265,Aragorn_II_Elessar,Siriondil,1
266,Aragorn_II_Elessar,Tarannon_Falastur,1
267,Aragorn_II_Elessar,Ciryandil,1
268,Aragorn_II_Elessar,Atanatar_II,1
269,Aragorn_II_Elessar,Narmacil_I,1
270,Aragorn_II_Elessar,R%C3%B3mendacil_II,1
271,Aragorn_II_Elessar,Castamir_the_Usurper,1
272,Aragorn_II_Elessar,Aldamir,1
273,Aragorn_II_Elessar,Hyarmendacil_II,1
274,Aragorn_II_Elessar,Minardil,1
275,Aragorn_II_Elessar,Telemnar,1
276,Aragorn_II_Elessar,Tarondor,1
277,Aragorn_II_Elessar,Telumehtar,1
278,Aragorn_II_Elessar,Narmacil_II,1
279,Aragorn_II_Elessar,Calimehtar,1
280,Aragorn_II_Elessar,E%C3%A4rnil_II,1
281,Aragorn_II_Elessar,Witch-king_of_Angmar,1
282,Saruman,Aul%C3%AB,3
283,Saruman,Sauron,2
284,Saruman,Manw%C3%AB,1
285,Saruman,Varda,2
286,Saruman,Yavanna,2
287,Saruman,Alatar,2
288,Saruman,Pallando,2
289,Saruman,Blue_Wizards,2
290,Saruman,Galadriel,1
291,Saruman,Uruk-hai,2
292,Saruman,Gwaihir,1
293,Saruman,Gr%C3%ADma_Wormtongue,1
294,Saruman,Frodo_Baggins,1
295,Saruman,Bill_Ferny,1
296,Saruman,Legolas,2
297,Saruman,Gimli,2
298,Saruman,Treebeard,1
299,Saruman,Th%C3%A9oden,2
300,Saruman,Isildur,1
301,Saruman,Ulmo,1
302,Saruman,Orom%C3%AB,1
303,Saruman,Mandos,1
304,Saruman,Tulkas,1
305,Saruman,Nienna,1
306,Saruman,Est%C3%AB,1
307,Saruman,Vair%C3%AB,1
308,Saruman,V%C3%A1na,1
309,Saruman,Nessa,1
310,Saruman,Melkor,1
311,Saruman,E%C3%B6nw%C3%AB,1
312,Saruman,Ilmar%C3%AB,1
313,Saruman,Uinen,1
314,Saruman,Salmar,1
315,Saruman,Melian,1
316,Saruman,Arien,1
317,Saruman,Gandalf,2
318,Saruman,Radagast,2
319,Saruman,Ungoliant,1
320,Saruman,Shelob,1
321,Elrond,Gil-galad,4
322,Elrond,Celebr%C3%ADan,4
323,Elrond,E%C3%A4rendil,4
324,Elrond,Elwing,4
325,Elrond,Maglor,2
326,Elrond,Elros,5
327,Elrond,Aragorn_II_Elessar,3
328,Elrond,L%C3%BAthien,2
329,Elrond,Sauron,10
330,Elrond,Celeborn,1
331,Elrond,Galadriel,4
332,Elrond,Isildur,9
333,Elrond,Elladan_and_Elrohir,4
334,Elrond,Frodo_Baggins,2
335,Elrond,Glorfindel,1
336,Elrond,Finw%C3%AB,1
337,Elrond,Indis,1
338,Elrond,Fingolfin,1
339,Elrond,Anair%C3%AB,1
340,Elrond,Thingol,2
341,Elrond,Melian,1
342,Elrond,Elenw%C3%AB,1
343,Elrond,Turgon,1
344,Elrond,R%C3%ADan,1
345,Elrond,Beren,1
346,Elrond,Idril,1
347,Elrond,Tuor,1
348,Elrond,Dior,2
349,Elrond,Elur%C3%A9d_and_Elur%C3%ADn,2
350,Elrond,Eldarion,2
351,Elrond,Th%C3%A9oden,1
352,Elrond,Saruman,1
353,Elrond,Legolas,2
354,Elrond,Galador,1
355,Elrond,Gilmith,1
356,Elrond,Faramir,1
357,Elrond,Witch-king_of_Angmar,1
358,Elrond,Gollum,1
359,Elrond,Meriadoc_Brandybuck,1
360,Elrond,Peregrin_Took,1
361,Elrond,Gandalf,1
362,Elrond,Gimli,1
363,Galadriel,Celeborn,9
364,Galadriel,Celebr%C3%ADan,3
365,Galadriel,Finarfin,3
366,Galadriel,E%C3%A4rwen,3
367,Galadriel,Finrod,3
368,Galadriel,Angrod,3
369,Galadriel,Aegnor,3
370,Galadriel,Frodo_Baggins,4
371,Galadriel,J.R.R._Tolkien,1
372,Galadriel,L%C3%BAthien,1
373,Galadriel,Orodreth,2
374,Galadriel,F%C3%ABanor,3
375,Galadriel,Fingon,1
376,Galadriel,Fingolfin,2
377,Galadriel,Thingol,1
378,Galadriel,Melian,3
379,Galadriel,Olw%C3%AB,1
380,Galadriel,Gil-galad,2
381,Galadriel,Celebrimbor,3
382,Galadriel,Amd%C3%ADr,1
383,Galadriel,Amroth,2
384,Galadriel,Sauron,6
385,Galadriel,Elladan_and_Elrohir,1
386,Galadriel,Gandalf,5
387,Galadriel,Legolas,4
388,Galadriel,Gwaihir,1
389,Galadriel,Thranduil,1
390,Galadriel,Yavanna,1
391,Galadriel,Aul%C3%AB,1
392,Galadriel,Elrond,7
393,Galadriel,Faramir,3
394,Galadriel,Finw%C3%AB,2
395,Galadriel,Indis,1
396,Galadriel,Eldal%C3%B3t%C3%AB,1
397,Galadriel,Finduilas,1
398,Galadriel,Gimli,2
399,Galadriel,Saruman,1
400,Galadriel,Radagast,1
401,Galadriel,Maglor,1
402,Galadriel,Witch-king_of_Angmar,1
403,Galadriel,Gollum,1
404,Galadriel,Meriadoc_Brandybuck,1
405,Galadriel,Peregrin_Took,1
406,Galadriel,Aragorn_II_Elessar,1
407,Indis,Finw%C3%AB,4
408,Indis,Ingw%C3%AB,1
409,Indis,M%C3%ADriel,2
410,Indis,Fingolfin,2
411,Indis,Finarfin,2
412,Indis,Findis,2
413,Indis,F%C3%ABanor,2
414,Indis,Melkor,1
415,Indis,Manw%C3%AB,1
416,Indis,Turgon,2
417,Indis,Elrond,1
418,Indis,Elros,1
419,Indis,Galadriel,2
420,Indis,Eldarion,1
421,Indis,Nerdanel,1
422,Indis,Anair%C3%AB,1
423,Indis,E%C3%A4rwen,1
424,Indis,Maedhros,1
425,Indis,Maglor,1
426,Indis,Fingon,1
427,Indis,Finrod,1
428,Indis,Celegorm,1
429,Indis,Angrod,1
430,Indis,Caranthir,1
431,Indis,Aredhel,1
432,Indis,Aegnor,1
433,Indis,Curufin,1
434,Indis,Argon,1
435,Indis,Amrod,1
436,Indis,Amras,1
437,Indis,Celebrimbor,1
438,Indis,Orodreth,1
439,Eldarion,Aragorn_II_Elessar,5
440,Eldarion,Arathorn_II,1
441,Eldarion,Gilraen,1
442,Eldarion,Arador,1
443,Eldarion,Argonui,1
444,Eldarion,Elrond,1
445,Eldarion,Elladan_and_Elrohir,1
446,Eldarion,Elros,1
447,Eldarion,Galadriel,1
448,Eldarion,Celeborn,1
449,Eldarion,E%C3%A4rendil,1
450,Eldarion,Elwing,1
451,Eldarion,Sharku,1
452,Eldarion,Isildur,2
453,Eldarion,Valandil,1
454,Eldarion,Arantar,1
455,Eldarion,Tarcil,1
456,Eldarion,Tarondor_of_Arnor,1
457,Eldarion,Valandur,1
458,Eldarion,Elendur_of_Arnor,1
459,Eldarion,E%C3%A4rendur_of_Arnor,1
460,Eldarion,Amlaith,1
461,Eldarion,Beleg_of_Arnor,1
462,Eldarion,Mallor,1
463,Eldarion,Celepharn,1
464,Eldarion,Celebrindor,1
465,Eldarion,Malvegil,1
466,Eldarion,Argeleb_I,1
467,Eldarion,Arveleg_I,1
468,Eldarion,Araphor,1
469,Eldarion,Argeleb_II,1
470,Eldarion,Arvegil,1
471,Eldarion,Arveleg_II,1
472,Eldarion,Araval,1
473,Eldarion,Araphant,1
474,Eldarion,Arvedui,1
475,Eldarion,Meneldil,1
476,Eldarion,Cemendur,1
477,Eldarion,E%C3%A4rendil_of_Gondor,1
478,Eldarion,Anardil,1
479,Eldarion,Ostoher,1
480,Eldarion,R%C3%B3mendacil_I,1
481,Eldarion,Turambar,1
482,Eldarion,Atanatar_I,1
483,Eldarion,Siriondil,1
484,Eldarion,Tarannon_Falastur,1
485,Eldarion,E%C3%A4rnil_I,1
486,Eldarion,Ciryandil,1
487,Eldarion,Atanatar_II,1
488,Eldarion,Narmacil_I,1
489,Eldarion,R%C3%B3mendacil_II,1
490,Eldarion,Castamir_the_Usurper,1
491,Eldarion,Aldamir,1
492,Eldarion,Hyarmendacil_II,1
493,Eldarion,Minardil,1
494,Eldarion,Telemnar,1
495,Eldarion,Tarondor,1
496,Eldarion,Telumehtar,1
497,Eldarion,Narmacil_II,1
498,Eldarion,Calimehtar,1
499,Eldarion,Ondoher,1
500,Eldarion,E%C3%A4rnil_II,1
501,Eldarion,E%C3%A4rnur,1
502,Elwing,E%C3%A4rendil,3
503,Elwing,Dior,3
504,Elwing,Elur%C3%A9d_and_Elur%C3%ADn,3
505,Elwing,Elrond,3
506,Elwing,Elros,3
507,Elwing,Celeborn,1
508,Elwing,Galadriel,1
509,Elwing,Elladan_and_Elrohir,4
510,Elwing,L%C3%BAthien,2
511,Elwing,Finw%C3%AB,1
512,Elwing,Indis,1
513,Elwing,Fingolfin,1
514,Elwing,Anair%C3%AB,1
515,Elwing,Thingol,1
516,Elwing,Melian,1
517,Elwing,Elenw%C3%AB,1
518,Elwing,Turgon,1
519,Elwing,R%C3%ADan,1
520,Elwing,Beren,1
521,Elwing,Idril,1
522,Elwing,Tuor,1
523,Elwing,Celebr%C3%ADan,1
524,Elwing,Isildur,1
525,Elwing,Eldarion,1
526,Elwing,Galador,1
527,Elwing,Gilmith,1
528,%C3%89owyn,Faramir,5
529,%C3%89owyn,%C3%89omund,4
530,%C3%89owyn,Th%C3%A9oden,3
531,%C3%89owyn,Elboron,3
532,%C3%89owyn,Saruman,1
533,%C3%89owyn,Gr%C3%ADma_Wormtongue,1
534,%C3%89owyn,Gandalf,2
535,%C3%89owyn,Denethor_II,1
536,%C3%89owyn,Meriadoc_Brandybuck,1
537,%C3%89owyn,Witch-king_of_Angmar,1
538,%C3%89owyn,Glorfindel,1
539,%C3%89owyn,Imrahil,1
540,%C3%89owyn,Barahir,1
541,%C3%89owyn,%C3%89ofor,1
542,%C3%89owyn,Fr%C3%A9a,1
543,%C3%89owyn,Fr%C3%A9awine,1
544,%C3%89owyn,Goldwine,1
545,%C3%89owyn,D%C3%A9or,1
546,%C3%89owyn,Helm_Hammerhand,1
547,%C3%89owyn,Hild,1
548,%C3%89owyn,Brytta_L%C3%A9ofa,1
549,%C3%89owyn,Walda,1
550,%C3%89owyn,Folca,1
551,%C3%89owyn,Folcwine,1
552,%C3%89owyn,Fengel,1
553,%C3%89owyn,Thengel,1
554,%C3%89owyn,Morwen_Steelsheen,1
555,%C3%89owyn,Th%C3%A9odwyn,1
556,%C3%89owyn,Th%C3%A9odred,1
557,%C3%89owyn,Loth%C3%ADriel,1
558,%C3%89owyn,Elfwine,1
559,%C3%89owyn,Uruk-hai,1
560,%C3%89owyn,Gimli,1
561,Th%C3%A9oden,Th%C3%A9odred,4
562,Th%C3%A9oden,Thengel,4
563,Th%C3%A9oden,Th%C3%A9odwyn,3
564,Th%C3%A9oden,%C3%89owyn,4
565,Th%C3%A9oden,Gr%C3%ADma_Wormtongue,1
566,Th%C3%A9oden,Saruman,2
567,Th%C3%A9oden,Uruk-hai,2
568,Th%C3%A9oden,Gandalf,1
569,Th%C3%A9oden,Legolas,2
570,Th%C3%A9oden,Gimli,1
571,Th%C3%A9oden,Meriadoc_Brandybuck,1
572,Th%C3%A9oden,Peregrin_Took,1
573,Th%C3%A9oden,Witch-king_of_Angmar,2
574,Th%C3%A9oden,%C3%89ofor,1
575,Th%C3%A9oden,Fr%C3%A9a,1
576,Th%C3%A9oden,Fr%C3%A9awine,1
577,Th%C3%A9oden,Goldwine,1
578,Th%C3%A9oden,D%C3%A9or,1
579,Th%C3%A9oden,Helm_Hammerhand,1
580,Th%C3%A9oden,Hild,1
581,Th%C3%A9oden,Brytta_L%C3%A9ofa,1
582,Th%C3%A9oden,Walda,1
583,Th%C3%A9oden,Folca,1
584,Th%C3%A9oden,Folcwine,1
585,Th%C3%A9oden,Fengel,1
586,Th%C3%A9oden,Morwen_Steelsheen,1
587,Th%C3%A9oden,%C3%89omund,1
588,Th%C3%A9oden,Loth%C3%ADriel,1
589,Th%C3%A9oden,Faramir,1
590,Th%C3%A9oden,Elfwine,1
591,Th%C3%A9oden,Elboron,1
592,Meriadoc_Brandybuck,Frodo_Baggins,5
593,Meriadoc_Brandybuck,Peregrin_Took,4
594,Meriadoc_Brandybuck,Bilbo_Baggins,1
595,Meriadoc_Brandybuck,Tom_Bombadil,1
596,Meriadoc_Brandybuck,Gandalf,4
597,Meriadoc_Brandybuck,Elrond,1
598,Meriadoc_Brandybuck,Saruman,2
599,Meriadoc_Brandybuck,Uruk-hai,1
600,Meriadoc_Brandybuck,Treebeard,1
601,Meriadoc_Brandybuck,Th%C3%A9oden,1
602,Meriadoc_Brandybuck,%C3%89owyn,1
603,Meriadoc_Brandybuck,Witch-king_of_Angmar,1
604,Meriadoc_Brandybuck,Aragorn_II_Elessar,1
605,Meriadoc_Brandybuck,Gormadoc_%22Deepdelver%22_Brandybuck,2
606,Meriadoc_Brandybuck,Malva_%22Headstrong%22_Brandybuck,1
607,Meriadoc_Brandybuck,Legolas,2
608,Meriadoc_Brandybuck,Gimli,2
609,Meriadoc_Brandybuck,Gorbadoc_Brandybuck,1
610,Isildur,Sauron,3
611,Isildur,Amandil,1
612,Isildur,Tar-Elendil,1
613,Isildur,Elros,1
614,Isildur,Elrond,2
615,Isildur,Elendur,2
616,Isildur,Eru_Il%C3%BAvatar,1
617,Isildur,Aratan,1
618,Isildur,Ciryon,1
619,Isildur,Gil-galad,2
620,Isildur,Valandil,4
621,Isildur,Meneldil,3
622,Isildur,Ohtar,1
623,Isildur,Saruman,1
624,Isildur,Talion,1
625,Isildur,Olog-hai,1
626,Isildur,Celebrimbor,1
627,Isildur,Aragorn_II_Elessar,3
628,Isildur,Bilbo_Baggins,1
629,Isildur,Frodo_Baggins,1
630,Isildur,Arantar,1
631,Isildur,Tarcil,1
632,Isildur,Tarondor_of_Arnor,1
633,Isildur,Valandur,1
634,Isildur,Elendur_of_Arnor,1
635,Isildur,E%C3%A4rendur_of_Arnor,1
636,Isildur,Eldarion,2
637,Isildur,Amlaith,1
638,Isildur,Beleg_of_Arnor,1
639,Isildur,Mallor,1
640,Isildur,Celepharn,1
641,Isildur,Celebrindor,1
642,Isildur,Malvegil,1
643,Isildur,Argeleb_I,1
644,Isildur,Arveleg_I,1
645,Isildur,Araphor,1
646,Isildur,Argeleb_II,1
647,Isildur,Arvegil,1
648,Isildur,Arveleg_II,1
649,Isildur,Araval,1
650,Isildur,Araphant,1
651,Isildur,Arvedui,1
652,Isildur,Cemendur,1
653,Isildur,E%C3%A4rendil_of_Gondor,1
654,Isildur,Anardil,1
655,Isildur,Ostoher,1
656,Isildur,R%C3%B3mendacil_I,1
657,Isildur,Turambar,1
658,Isildur,Atanatar_I,1
659,Isildur,Siriondil,1
660,Isildur,Tarannon_Falastur,1
661,Isildur,E%C3%A4rnil_I,1
662,Isildur,Ciryandil,1
663,Isildur,Atanatar_II,1
664,Isildur,Narmacil_I,1
665,Isildur,R%C3%B3mendacil_II,1
666,Isildur,Castamir_the_Usurper,1
667,Isildur,Aldamir,1
668,Isildur,Hyarmendacil_II,1
669,Isildur,Minardil,1
670,Isildur,Telemnar,1
671,Isildur,Tarondor,1
672,Isildur,Telumehtar,1
673,Isildur,Narmacil_II,1
674,Isildur,Calimehtar,1
675,Isildur,Ondoher,1
676,Isildur,E%C3%A4rnil_II,1
677,Isildur,E%C3%A4rnur,1
678,Gil-galad,Fingon,4
679,Gil-galad,Orodreth,3
680,Gil-galad,Turgon,3
681,Gil-galad,Elrond,3
682,Gil-galad,Elros,1
683,Gil-galad,Tar-Aldarion,1
684,Gil-galad,Celebrimbor,2
685,Gil-galad,Tar-Minastir,1
686,Gil-galad,Oropher,1
687,Gil-galad,Amd%C3%ADr,1
688,Gil-galad,Isildur,1
689,Gil-galad,Galadriel,3
690,Gil-galad,Angrod,2
691,Gil-galad,Christopher_Tolkien,2
692,Gil-galad,Fingolfin,2
693,Gil-galad,Finarfin,2
694,Gil-galad,Finw%C3%AB,1
695,Gil-galad,Indis,1
696,Gil-galad,E%C3%A4rwen,1
697,Gil-galad,Finrod,1
698,Gil-galad,Eldal%C3%B3t%C3%AB,1
699,Gil-galad,Aegnor,1
700,Gil-galad,Celeborn,1
701,Gil-galad,Celebr%C3%ADan,1
702,Gil-galad,Finduilas,1
703,Gil-galad,Sauron,1
704,Legolas,Thranduil,6
705,Legolas,Gimli,10
706,Legolas,Elrond,2
707,Legolas,Gollum,2
708,Legolas,Gl%C3%B3in,1
709,Legolas,Uruk-hai,1
710,Legolas,Elladan_and_Elrohir,1
711,Legolas,Sauron,3
712,Legolas,Aragorn_II_Elessar,2
713,Legolas,Tauriel,1
714,Legolas,Narzug,1
715,Legolas,Bolg,1
716,Legolas,Fimbul,1
717,Legolas,Frodo_Baggins,3
718,Legolas,Meriadoc_Brandybuck,3
719,Legolas,Peregrin_Took,3
720,Legolas,Gandalf,3
721,Legolas,Faramir,1
722,Legolas,Witch-king_of_Angmar,1
